epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,197.816,1.30654,1.15265,0.90853,0.98441,1,0.995,0.58058,1.65523,1.28424,1.02635,0.0005275,0.0005275,0.0005275
44,202.415,1.39635,1.13452,0.99901,0.98441,1,0.995,0.58058,1.65523,1.28424,1.02635,0.00051625,0.00051625,0.00051625
45,207.104,1.22848,1.06729,0.93156,0.98559,1,0.995,0.57516,1.63816,1.36167,1.01957,0.000505,0.000505,0.000505
46,211.805,1.20524,1.02409,0.96843,0.98559,1,0.995,0.57516,1.63816,1.36167,1.01957,0.00049375,0.00049375,0.00049375
47,216.469,1.3258,1.29521,0.95209,0.9878,1,0.995,0.59356,1.62066,1.2922,1.00799,0.0004825,0.0004825,0.0004825
48,221.036,1.33639,1.02572,0.97363,0.98754,1,0.995,0.57178,1.62093,1.14136,1.0071,0.00047125,0.00047125,0.00047125
49,225.469,1.27555,1.03963,0.94136,0.98754,1,0.995,0.57178,1.62093,1.14136,1.0071,0.00046,0.00046,0.00046
50,230.003,1.25213,0.97587,0.97018,0.98539,1,0.995,0.57273,1.65356,1.15374,1.01734,0.00044875,0.00044875,0.00044875
51,234.791,1.22664,1.03161,0.91162,0.98539,1,0.995,0.57273,1.65356,1.15374,1.01734,0.0004375,0.0004375,0.0004375
52,239.437,1.18285,0.94119,0.94288,0.98513,1,0.995,0.55304,1.76223,1.19598,1.05661,0.00042625,0.00042625,0.00042625
53,244.043,1.25835,1.00861,0.9099,0.98513,1,0.995,0.55304,1.76223,1.19598,1.05661,0.000415,0.000415,0.000415
54,248.707,1.24532,1.11392,0.93286,0.9806,1,0.995,0.53231,1.76676,1.1663,1.06259,0.00040375,0.00040375,0.00040375
55,253.3,1.24151,1.09578,0.92703,0.9806,1,0.995,0.53231,1.76676,1.1663,1.06259,0.0003925,0.0003925,0.0003925
56,258.028,1.19779,0.95171,0.89312,0.98149,1,0.995,0.55467,1.64139,1.06606,1.02667,0.00038125,0.00038125,0.00038125
